geneID,num_UJC,num_UJC_flag_analyzable,num_UJC_unbiased,num_UJC_F_limited,num_UJC_M_limited,num_UJC_F_bias,num_UJC_M_bias,flag_F_readCnt0,flag_M_readCnt0,F_total_readCnt,M_total_readCnt,flag_gene_expressed_readCnt10
FBgn0266329,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266330,47,2,2,0,0,0,0,1,1,108,89,1
FBgn0266331,28,1,0,0,0,0,0,1,1,61,54,1
FBgn0266346,77,6,6,0,0,0,0,1,1,793,911,1
FBgn0266347,241,5,4,0,0,0,1,1,1,743,1179,1
FBgn0266348,25,0,0,0,0,0,0,1,1,49,80,1
FBgn0266349,33,3,1,0,0,1,1,1,1,242,359,1
FBgn0266350,9,0,0,0,0,0,0,1,1,5,16,1
FBgn0266351,15,1,0,0,0,0,0,1,1,31,50,1
FBgn0266352,24,0,0,0,0,0,0,1,1,23,37,1
FBgn0266354,89,4,3,0,0,0,1,1,1,1146,1686,1
FBgn0266356,2,0,0,0,0,0,0,1,1,1,1,0
FBgn0266359,53,4,4,0,0,0,0,1,1,184,227,1
FBgn0266360,14,0,0,0,0,0,0,1,1,32,40,1
FBgn0266361,39,3,2,0,0,0,1,1,1,786,1023,1
FBgn0266362,3,0,0,0,0,0,0,1,1,8,8,1
FBgn0266363,2,0,0,0,0,0,0,1,1,3,2,0
FBgn0266365,25,0,0,0,0,0,0,1,1,24,29,1
FBgn0266369,200,8,4,0,0,4,0,1,1,3403,2429,1
FBgn0266371,5,0,0,0,0,0,0,1,1,12,6,1
FBgn0266372,18,0,0,0,0,0,0,1,1,10,17,1
FBgn0266376,60,1,1,0,0,0,0,1,1,3309,3356,1
FBgn0266377,133,6,6,0,0,0,0,1,1,765,1113,1
FBgn0266378,4,0,0,0,0,0,0,1,1,14,12,1
FBgn0266379,17,0,0,0,0,0,0,1,1,24,32,1
FBgn0266381,1,0,0,0,0,0,0,1,1,2,3,0
FBgn0266382,22,2,2,0,0,0,0,1,1,125,133,1
FBgn0266383,1,0,0,0,0,0,0,0,1,0,6,0
FBgn0266384,17,1,0,0,0,0,0,1,1,73,52,1
FBgn0266388,21,1,1,0,0,0,0,1,1,93,89,1
FBgn0266389,3,1,0,0,0,0,0,1,1,28,25,1
FBgn0266390,2,0,0,0,0,0,0,1,1,2,6,0
FBgn0266391,2,0,0,0,0,0,0,1,1,3,13,1
FBgn0266392,7,1,0,0,0,0,0,1,1,9,23,1
FBgn0266393,145,2,2,0,0,0,0,1,1,723,828,1
FBgn0266394,5,0,0,0,0,0,0,1,1,24,10,1
FBgn0266395,2,0,0,0,0,0,0,1,1,1,5,0
FBgn0266396,4,0,0,0,0,0,0,1,1,19,21,1
FBgn0266401,41,1,1,0,0,0,0,1,1,58,109,1
FBgn0266402,3,0,0,0,0,0,0,1,1,1,5,0
FBgn0266403,2,1,0,0,0,0,0,1,1,5,27,1
FBgn0266404,2,1,0,0,0,0,0,1,1,33,36,1
FBgn0266405,4,1,1,0,0,0,0,1,1,483,388,1
FBgn0266406,42,3,2,0,0,1,0,1,1,633,36,1
FBgn0266407,1,0,0,0,0,0,0,1,1,4,1,0
FBgn0266408,19,2,0,0,0,0,0,1,1,70,59,1
FBgn0266409,191,8,7,0,0,0,1,1,1,1449,2136,1
FBgn0266410,785,16,15,0,0,0,1,1,1,16221,21542,1
FBgn0266411,615,20,20,0,0,0,0,1,1,4689,5401,1
FBgn0266413,26,2,0,0,0,2,0,1,1,315,107,1
FBgn0266414,2,0,0,0,0,0,0,1,1,13,7,1
FBgn0266416,16,0,0,0,0,0,0,1,1,25,41,1
FBgn0266417,148,5,5,0,0,0,0,1,1,2970,3605,1
FBgn0266418,66,1,1,0,0,0,0,1,1,466,694,1
FBgn0266420,11,1,0,0,0,0,0,1,1,16,36,1
FBgn0266428,5,1,1,0,0,0,0,1,1,91,95,1
FBgn0266429,76,4,4,0,0,0,0,1,1,236,418,1
FBgn0266430,1,0,0,0,0,0,0,1,0,5,0,0
FBgn0266431,5,1,0,0,0,0,0,1,1,29,15,1
FBgn0266432,5,1,0,0,0,0,0,1,1,27,51,1
FBgn0266433,1,0,0,0,0,0,0,0,1,0,3,0
FBgn0266434,6,0,0,0,0,0,0,1,1,13,4,1
FBgn0266437,5,1,1,0,0,0,0,1,1,141,233,1
FBgn0266438,73,5,5,0,0,0,0,1,1,227,279,1
FBgn0266441,22,3,3,0,0,0,0,1,1,166,208,1
FBgn0266442,1,0,0,0,0,0,0,1,1,8,2,1
FBgn0266446,485,14,12,0,0,0,2,1,1,2179,2887,1
FBgn0266448,168,2,2,0,0,0,0,1,1,2071,3028,1
FBgn0266449,189,6,6,0,0,0,0,1,1,2885,3481,1
FBgn0266450,63,4,4,0,0,0,0,1,1,775,1235,1
FBgn0266451,65,3,2,0,0,0,1,1,1,11325,16233,1
FBgn0266452,64,5,5,0,0,0,0,1,1,959,882,1
FBgn0266454,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266455,1,1,0,0,0,0,0,1,1,7,11,1
FBgn0266456,3,1,0,0,0,0,0,1,1,53,60,1
FBgn0266457,5,0,0,0,0,0,0,1,0,18,0,1
FBgn0266464,56,4,4,0,0,0,0,1,1,785,1110,1
FBgn0266465,35,1,1,0,0,0,0,1,1,1118,1577,1
FBgn0266487,290,9,8,0,0,0,1,1,1,1866,2315,1
FBgn0266489,50,3,3,0,0,0,0,1,1,433,496,1
FBgn0266491,139,6,6,0,0,0,0,1,1,640,734,1
FBgn0266518,51,2,2,0,0,0,0,1,1,922,973,1
FBgn0266521,408,16,14,0,0,0,2,1,1,3134,5097,1
FBgn0266534,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0266549,54,1,1,0,0,0,0,1,1,527,624,1
FBgn0266557,491,15,14,0,0,0,1,1,1,3290,4243,1
FBgn0266565,1,0,0,0,0,0,0,1,1,4,5,0
FBgn0266566,26,1,1,0,0,0,0,1,1,82,121,1
FBgn0266569,59,2,1,0,0,1,0,1,1,2057,1192,1
FBgn0266570,19,2,2,0,0,0,0,1,1,368,331,1
FBgn0266572,105,2,2,0,0,0,0,1,1,263,282,1
FBgn0266577,7,0,0,0,0,0,0,1,1,9,17,1
FBgn0266578,40,4,2,0,0,0,2,1,1,824,1499,1
FBgn0266579,765,26,24,0,0,0,2,1,1,3389,4294,1
FBgn0266580,163,7,7,0,0,0,0,1,1,406,436,1
FBgn0266581,63,4,3,0,0,1,0,1,1,412,308,1
FBgn0266582,258,8,7,0,0,1,0,1,1,10664,11021,1
FBgn0266585,6,0,0,0,0,0,0,1,1,17,11,1
FBgn0266586,1,0,0,0,0,0,0,1,1,12,16,1
FBgn0266587,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0266590,29,3,2,0,0,0,1,1,1,461,822,1
FBgn0266592,1,0,0,0,0,0,0,0,1,0,4,0
FBgn0266593,1,0,0,0,0,0,0,1,1,5,3,0
FBgn0266594,5,0,0,0,0,0,0,1,1,13,31,1
FBgn0266595,1,0,0,0,0,0,0,0,1,0,4,0
FBgn0266596,63,0,0,0,0,0,0,1,1,60,60,1
FBgn0266598,35,3,3,0,0,0,0,1,1,225,244,1
FBgn0266599,426,2,2,0,0,0,0,1,1,16173,17498,1
FBgn0266615,5,1,0,0,0,0,0,1,1,18,31,1
FBgn0266617,21,3,3,0,0,0,0,1,1,208,333,1
FBgn0266618,18,3,2,0,0,0,1,1,1,218,317,1
FBgn0266619,72,4,4,0,0,0,0,1,1,330,502,1
FBgn0266621,6,1,1,0,0,0,0,1,1,41,105,1
FBgn0266622,9,0,0,0,0,0,0,1,1,14,6,1
FBgn0266623,21,0,0,0,0,0,0,1,1,18,24,1
FBgn0266624,99,5,4,0,0,0,1,1,1,696,1191,1
FBgn0266625,47,4,3,0,0,0,1,1,1,133,200,1
FBgn0266626,43,0,0,0,0,0,0,1,1,47,56,1
FBgn0266627,15,1,1,0,0,0,0,1,1,78,62,1
FBgn0266628,129,6,6,0,0,0,0,1,1,403,581,1
FBgn0266629,14,0,0,0,0,0,0,1,1,18,38,1
FBgn0266630,14,1,0,0,0,0,1,1,1,100,186,1
FBgn0266631,1,0,0,0,0,0,0,1,1,19,10,1
FBgn0266633,17,0,0,0,0,0,0,1,1,14,13,1
FBgn0266634,33,3,2,0,0,1,0,1,1,361,326,1
FBgn0266635,29,1,1,0,0,0,0,1,1,136,116,1
FBgn0266636,7,0,0,0,0,0,0,1,1,7,12,1
FBgn0266637,73,2,1,0,0,1,0,1,1,366,137,1
FBgn0266638,108,2,1,0,0,1,0,1,1,173,113,1
FBgn0266639,15,0,0,0,0,0,0,1,1,15,21,1
FBgn0266641,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266642,41,1,0,0,0,0,0,1,1,66,55,1
FBgn0266644,7,0,0,0,0,0,0,1,1,16,26,1
FBgn0266645,12,0,0,0,0,0,0,1,1,17,15,1
FBgn0266646,4,0,0,0,0,0,0,1,1,9,8,1
FBgn0266647,1,0,0,0,0,0,0,0,1,0,5,0
FBgn0266649,9,1,1,0,0,0,0,1,1,39,77,1
FBgn0266651,2,0,0,0,0,0,0,1,1,16,8,1
FBgn0266653,17,1,0,0,0,0,0,1,1,19,32,1
FBgn0266654,60,4,3,0,0,0,1,1,1,497,870,1
FBgn0266655,10,1,0,0,0,0,0,1,1,46,68,1
FBgn0266656,34,3,3,0,0,0,0,1,1,205,352,1
FBgn0266657,33,2,2,0,0,0,0,1,1,350,392,1
FBgn0266666,121,4,3,0,0,0,1,1,1,6100,6300,1
FBgn0266667,103,2,2,0,0,0,0,1,1,175,202,1
FBgn0266668,77,4,4,0,0,0,0,1,1,690,798,1
FBgn0266669,48,4,4,0,0,0,0,1,1,422,552,1
FBgn0266670,125,6,5,0,0,1,0,1,1,1403,1589,1
FBgn0266671,15,2,2,0,0,0,0,1,1,1035,1187,1
FBgn0266672,224,10,10,0,0,0,0,1,1,2207,2860,1
FBgn0266673,136,6,6,0,0,0,0,1,1,1594,1935,1
FBgn0266674,25,3,3,0,0,0,0,1,1,278,357,1
FBgn0266675,6,0,0,0,0,0,0,1,1,7,14,1
FBgn0266677,22,0,0,0,0,0,0,1,1,34,37,1
FBgn0266679,10,0,0,0,0,0,0,1,1,22,17,1
FBgn0266680,51,2,2,0,0,0,0,1,1,241,230,1
FBgn0266681,4,1,0,0,0,0,0,1,1,23,32,1
FBgn0266682,1,0,0,0,0,0,0,1,0,3,0,0
FBgn0266685,45,3,3,0,0,0,0,1,1,383,391,1
FBgn0266686,35,0,0,0,0,0,0,1,1,34,52,1
FBgn0266687,35,1,1,0,0,0,0,1,1,76,124,1
FBgn0266688,1,0,0,0,0,0,0,0,1,0,5,0
FBgn0266689,5,0,0,0,0,0,0,1,1,8,10,1
FBgn0266690,59,3,2,0,0,0,1,1,1,136,255,1
FBgn0266691,8,0,0,0,0,0,0,1,1,7,43,1
FBgn0266692,137,4,4,0,0,0,0,1,1,397,434,1
FBgn0266693,3,0,0,0,0,0,0,1,1,2,2,0
FBgn0266694,90,3,2,0,0,1,0,1,1,528,378,1
FBgn0266696,522,21,20,0,0,0,1,1,1,5095,6186,1
FBgn0266697,12,2,2,0,0,0,0,1,1,200,290,1
FBgn0266698,7,0,0,0,0,0,0,1,1,9,8,1
FBgn0266699,2,0,0,0,0,0,0,1,1,5,1,0
FBgn0266700,18,2,2,0,0,0,0,1,1,137,141,1
FBgn0266701,2,0,0,0,0,0,0,1,1,2,4,0
FBgn0266702,16,0,0,0,0,0,0,1,1,4,19,1
FBgn0266705,46,0,0,0,0,0,0,1,1,28,35,1
FBgn0266706,8,0,0,0,0,0,0,1,1,7,17,1
FBgn0266707,52,1,1,0,0,0,0,1,1,2568,3025,1
FBgn0266708,2,1,1,0,0,0,0,1,1,77,60,1
FBgn0266709,140,5,0,0,0,5,0,1,1,2410,1221,1
FBgn0266710,2,0,0,0,0,0,0,1,1,7,30,1
FBgn0266711,356,13,12,0,0,1,0,1,1,20488,20777,1
FBgn0266717,248,9,7,0,0,1,1,1,1,1561,1518,1
FBgn0266719,142,7,7,0,0,0,0,1,1,493,392,1
FBgn0266720,116,3,3,0,0,0,0,1,1,725,782,1
FBgn0266721,14,2,1,0,0,0,1,1,1,396,720,1
FBgn0266722,15,2,2,0,0,0,0,1,1,647,658,1
FBgn0266723,112,6,6,0,0,0,0,1,1,2528,2695,1
FBgn0266724,66,4,4,0,0,0,0,1,1,2601,2875,1
FBgn0266725,20,1,1,0,0,0,0,1,1,107,116,1
FBgn0266726,1,0,0,0,0,0,0,0,1,0,7,0
FBgn0266727,2,1,0,0,0,0,0,1,1,15,12,1
FBgn0266729,117,2,2,0,0,0,0,1,1,280,276,1
FBgn0266730,4,0,0,0,0,0,0,1,1,11,12,1
FBgn0266731,102,3,3,0,0,0,0,1,1,1932,2166,1
FBgn0266733,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266735,48,3,2,0,0,0,1,1,1,169,270,1
FBgn0266736,16,1,1,0,0,0,0,1,1,268,257,1
FBgn0266737,21,0,0,0,0,0,0,1,1,50,51,1
FBgn0266738,1,0,0,0,0,0,0,1,1,1,1,0
FBgn0266739,11,2,2,0,0,0,0,1,1,155,54,1
FBgn0266740,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266741,85,1,1,0,0,0,0,1,1,125,135,1
FBgn0266742,2,0,0,0,0,0,0,1,1,9,8,1
FBgn0266744,8,1,0,0,0,0,0,1,1,25,49,1
FBgn0266745,22,2,2,0,0,0,0,1,1,112,149,1
FBgn0266750,21,2,2,0,0,0,0,1,1,201,259,1
FBgn0266751,2,1,0,0,0,0,0,1,1,18,20,1
FBgn0266752,4,0,0,0,0,0,0,1,1,6,13,1
FBgn0266753,2,0,0,0,0,0,0,1,1,15,21,1
FBgn0266756,163,7,7,0,0,0,0,1,1,1161,1249,1
FBgn0266757,33,1,0,0,0,0,0,1,1,43,56,1
FBgn0266758,304,7,7,0,0,0,0,1,1,758,783,1
FBgn0266763,2,0,0,0,0,0,0,1,1,3,4,0
FBgn0266766,3,0,0,0,0,0,0,0,1,0,7,0
FBgn0266768,2,1,1,0,0,0,0,1,1,93,74,1
FBgn0266769,6,0,0,0,0,0,0,1,1,17,11,1
FBgn0266772,2,1,0,0,0,0,0,1,1,17,9,1
FBgn0266773,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266776,3,0,0,0,0,0,0,1,1,12,11,1
FBgn0266777,1,0,0,0,0,0,0,1,1,14,26,1
FBgn0266778,3,1,0,0,0,0,0,1,1,58,63,1
FBgn0266780,2,0,0,0,0,0,0,1,1,3,2,0
FBgn0266781,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266782,1,0,0,0,0,0,0,1,1,1,1,0
FBgn0266785,1,0,0,0,0,0,0,1,1,2,5,0
FBgn0266786,6,1,1,0,0,0,0,1,1,413,407,1
FBgn0266787,8,1,0,0,0,0,0,1,1,32,29,1
FBgn0266791,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266795,19,2,2,0,0,0,0,1,1,204,295,1
FBgn0266797,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266799,2,0,0,0,0,0,0,1,1,3,2,0
FBgn0266800,3,0,0,0,0,0,0,1,1,1,2,0
FBgn0266801,201,5,3,0,0,0,2,1,1,1684,2693,1
FBgn0266802,13,2,1,0,0,1,0,1,1,596,427,1
FBgn0266803,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266804,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266805,7,1,1,0,0,0,0,1,1,41,95,1
FBgn0266806,1,0,0,0,0,0,0,1,1,3,6,0
FBgn0266807,18,1,0,0,0,1,0,1,1,122,121,1
FBgn0266808,100,4,3,0,0,0,1,1,1,610,718,1
FBgn0266809,10,0,0,0,0,0,0,1,1,6,9,1
FBgn0266811,3,1,1,0,0,0,0,1,1,110,74,1
FBgn0266812,5,1,0,0,0,0,0,1,1,35,19,1
FBgn0266813,35,3,3,0,0,0,0,1,1,800,709,1
FBgn0266815,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266816,1,0,0,0,0,0,0,1,0,4,0,0
FBgn0266817,148,8,6,0,0,0,2,1,1,403,640,1
FBgn0266818,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266819,9,1,0,0,0,0,0,1,1,38,17,1
FBgn0266822,1,0,0,0,0,0,0,1,1,1,1,0
FBgn0266828,2,1,0,0,0,0,0,1,1,29,26,1
FBgn0266829,1,1,1,0,0,0,0,1,1,113,107,1
FBgn0266832,1,0,0,0,0,0,0,1,0,4,0,0
FBgn0266835,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266836,6,0,0,0,0,0,0,1,1,14,24,1
FBgn0266837,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266838,2,0,0,0,0,0,0,1,1,4,2,0
FBgn0266839,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0266841,1,0,0,0,0,0,0,1,1,1,4,0
FBgn0266843,480,4,4,0,0,0,0,1,1,2086,1484,1
FBgn0266844,1,0,0,0,0,0,0,0,1,0,6,0
FBgn0266846,3,0,0,0,0,0,0,1,1,3,3,0
FBgn0266848,90,4,4,0,0,0,0,1,1,918,770,1
FBgn0266851,6,1,1,0,0,0,0,1,1,171,261,1
FBgn0266856,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266858,2,0,0,0,0,0,0,0,1,0,2,0
FBgn0266859,1,0,0,0,0,0,0,1,1,12,6,1
FBgn0266860,1,1,1,0,0,0,0,1,1,68,153,1
FBgn0266863,34,1,1,0,0,0,0,1,1,127,137,1
FBgn0266864,6,0,0,0,0,0,0,1,1,4,23,1
FBgn0266865,7,0,0,0,0,0,0,1,1,32,22,1
FBgn0266866,18,2,2,0,0,0,0,1,1,380,486,1
FBgn0266867,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266868,1,0,0,0,0,0,0,1,1,4,1,0
FBgn0266869,1,0,0,0,0,0,0,1,1,11,7,1
FBgn0266871,13,0,0,0,0,0,0,1,1,28,22,1
FBgn0266872,1,1,0,0,0,0,0,1,1,17,33,1
FBgn0266873,1,0,0,0,0,0,0,1,0,3,0,0
FBgn0266874,1,0,0,0,0,0,0,1,0,4,0,0
FBgn0266876,3,0,0,0,0,0,0,1,1,5,7,1
FBgn0266877,11,0,0,0,0,0,0,1,1,18,7,1
FBgn0266878,2,0,0,0,0,0,0,1,1,17,2,1
FBgn0266880,17,1,0,0,0,0,0,1,1,49,59,1
FBgn0266881,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266884,2,0,0,0,0,0,0,1,0,5,0,0
FBgn0266885,1,0,0,0,0,0,0,0,1,0,3,0
FBgn0266886,7,1,1,0,0,0,0,1,1,141,176,1
FBgn0266888,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266889,68,4,2,0,0,2,0,1,1,527,423,1
FBgn0266891,1,0,0,0,0,0,0,0,1,0,6,0
FBgn0266892,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0266894,2,0,0,0,0,0,0,1,1,7,1,0
FBgn0266897,2,0,0,0,0,0,0,1,1,2,7,0
FBgn0266898,5,1,0,0,0,0,0,1,1,11,72,1
FBgn0266899,2,0,0,0,0,0,0,0,1,0,4,0
FBgn0266901,1,0,0,0,0,0,0,1,1,19,24,1
FBgn0266902,1,0,0,0,0,0,0,1,0,4,0,0
FBgn0266903,5,0,0,0,0,0,0,1,1,8,1,0
FBgn0266906,4,1,0,0,0,0,0,1,1,36,41,1
FBgn0266907,15,1,0,0,0,0,0,1,1,51,47,1
FBgn0266909,22,0,0,0,0,0,0,1,1,12,10,1
FBgn0266910,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266911,1,0,0,0,0,0,0,1,1,1,1,0
FBgn0266915,10,0,0,0,0,0,0,1,1,4,12,1
FBgn0266916,24,1,1,0,0,0,0,1,1,31,86,1
FBgn0266917,96,7,6,0,0,1,0,1,1,646,674,1
FBgn0266918,201,8,7,0,0,1,0,1,1,2457,2520,1
FBgn0266925,7,1,1,0,0,0,0,1,1,90,79,1
FBgn0266926,1,0,0,0,0,0,0,0,1,0,3,0
FBgn0266930,1,0,0,0,0,0,0,0,1,0,17,1
FBgn0266931,5,1,1,0,0,0,0,1,1,88,76,1
FBgn0266933,88,4,2,0,0,1,1,1,1,212,271,1
FBgn0266934,5,0,0,0,0,0,0,1,1,8,4,1
FBgn0266935,1,0,0,0,0,0,0,1,0,4,0,0
FBgn0266936,1,0,0,0,0,0,0,1,1,2,6,0
FBgn0266937,3,0,0,0,0,0,0,1,1,3,13,1
FBgn0266941,3,0,0,0,0,0,0,1,1,1,5,0
FBgn0266942,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0266945,92,3,2,0,0,1,0,1,1,2589,1653,1
FBgn0266946,5,1,0,0,0,0,0,1,1,26,36,1
FBgn0266949,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0266950,1,1,0,0,0,0,0,1,1,6,34,1
FBgn0266951,1,0,0,0,0,0,0,1,1,1,1,0
FBgn0266952,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0266953,20,2,2,0,0,0,0,1,1,94,103,1
FBgn0266954,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0266956,1,0,0,0,0,0,0,1,0,3,0,0
FBgn0266958,3,1,1,0,0,0,0,1,1,114,189,1
FBgn0266963,4,0,0,0,0,0,0,1,1,25,21,1
FBgn0266964,2,0,0,0,0,0,0,1,1,1,1,0
FBgn0266965,4,1,0,0,0,0,0,1,1,21,18,1
FBgn0266966,11,1,0,0,0,0,0,1,1,54,47,1
FBgn0266967,1,1,1,0,0,0,0,1,1,67,117,1
FBgn0266972,2,0,0,0,0,0,0,1,1,1,1,0
FBgn0266973,1,0,0,0,0,0,0,1,0,3,0,0
FBgn0266974,30,1,1,0,0,0,0,1,1,229,370,1
FBgn0266975,11,0,0,0,0,0,0,1,1,8,49,1
FBgn0266977,7,1,0,0,0,0,0,1,1,54,75,1
FBgn0266978,2,0,0,0,0,0,0,1,1,9,2,1
FBgn0266979,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0266980,2,0,0,0,0,0,0,1,1,8,11,1
FBgn0266981,1,0,0,0,0,0,0,1,1,15,12,1
FBgn0266982,1,1,0,0,0,0,0,1,1,32,14,1
FBgn0266983,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0266985,1,0,0,0,0,0,0,1,0,3,0,0
FBgn0266987,17,2,2,0,0,0,0,1,1,128,112,1
FBgn0266988,4,0,0,0,0,0,0,1,1,9,5,1
FBgn0266989,1,0,0,0,0,0,0,1,1,2,7,0
FBgn0266990,1,0,0,0,0,0,0,1,0,6,0,0
FBgn0266992,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0266993,1,0,0,0,0,0,0,1,1,11,3,1
FBgn0266994,4,0,0,0,0,0,0,1,1,19,42,1
FBgn0267001,926,26,18,0,0,1,7,1,1,6672,10955,1
FBgn0267002,707,8,7,0,0,0,1,1,1,4167,6559,1
FBgn0267005,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0267010,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0267011,3,0,0,0,0,0,0,0,1,0,8,0
FBgn0267012,1,0,0,0,0,0,0,1,1,5,3,0
FBgn0267014,7,0,0,0,0,0,0,0,1,0,7,0
FBgn0267017,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0267019,1,0,0,0,0,0,0,1,1,4,3,0
FBgn0267020,1,0,0,0,0,0,0,1,1,5,1,0
FBgn0267021,2,0,0,0,0,0,0,0,1,0,2,0
FBgn0267022,18,1,1,0,0,0,0,1,1,134,116,1
FBgn0267023,57,3,3,0,0,0,0,1,1,579,662,1
FBgn0267024,42,3,2,0,0,0,1,1,1,164,174,1
FBgn0267025,58,1,1,0,0,0,0,1,1,159,237,1
FBgn0267026,1,1,0,0,0,0,0,1,1,17,22,1
FBgn0267027,2,0,0,0,0,0,0,1,1,3,6,0
FBgn0267028,10,1,1,0,0,0,0,1,1,40,111,1
FBgn0267029,44,4,4,0,0,0,0,1,1,212,326,1
FBgn0267030,3,1,0,0,0,0,1,1,1,132,200,1
FBgn0267031,1,0,0,0,0,0,0,1,1,2,3,0
FBgn0267033,687,25,19,0,0,1,5,1,1,6829,10458,1
FBgn0267034,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0267035,2,1,0,0,0,0,0,1,1,3,41,1
FBgn0267036,3,0,0,0,0,0,0,1,1,17,14,1
FBgn0267037,4,1,0,0,0,0,0,1,1,49,44,1
FBgn0267039,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0267041,119,4,3,0,0,1,0,1,1,1079,961,1
FBgn0267042,3,0,0,0,0,0,0,0,1,0,3,0
FBgn0267043,9,0,0,0,0,0,0,1,1,4,12,1
FBgn0267045,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0267048,17,0,0,0,0,0,0,1,1,10,15,1
FBgn0267052,2,0,0,0,0,0,0,1,1,1,1,0
FBgn0267057,28,2,2,0,0,0,0,1,1,96,124,1
FBgn0267058,2,0,0,0,0,0,0,1,0,8,0,0
FBgn0267067,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0267070,1,0,0,0,0,0,0,1,1,5,7,1
FBgn0267073,1,1,0,0,0,0,0,1,1,23,20,1
FBgn0267074,23,2,2,0,0,0,0,1,1,88,89,1
FBgn0267075,3,0,0,0,0,0,0,1,1,1,4,0
FBgn0267076,21,3,3,0,0,0,0,1,1,109,203,1
FBgn0267078,9,1,0,0,0,0,0,1,1,44,62,1
FBgn0267079,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0267080,2,0,0,0,0,0,0,1,0,2,0,0
FBgn0267081,21,1,0,0,0,0,0,1,1,67,53,1
FBgn0267082,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0267083,2,1,0,0,0,0,0,1,1,21,32,1
FBgn0267084,69,2,2,0,0,0,0,1,1,248,333,1
FBgn0267086,1,1,1,0,0,0,0,1,1,99,120,1
FBgn0267087,7,0,0,0,0,0,0,1,1,11,9,1
FBgn0267088,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0267089,2,1,0,0,0,0,0,1,1,5,25,1
FBgn0267090,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0267091,26,1,0,0,0,0,0,1,1,40,76,1
FBgn0267097,1,0,0,0,0,0,0,0,1,0,9,0
FBgn0267098,2,0,0,0,0,0,0,1,1,11,8,1
FBgn0267099,1,1,0,0,0,0,0,1,1,7,8,1
FBgn0267100,1,0,0,0,0,0,0,1,1,3,6,0
FBgn0267102,3,0,0,0,0,0,0,1,1,10,20,1
FBgn0267103,6,0,0,0,0,0,0,1,1,18,14,1
FBgn0267104,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0267106,2,0,0,0,0,0,0,0,1,0,3,0
FBgn0267109,11,1,0,0,0,0,0,1,1,40,51,1
FBgn0267110,4,0,0,0,0,0,0,1,1,12,4,1
FBgn0267111,3,0,0,0,0,0,0,1,1,3,6,0
FBgn0267112,12,0,0,0,0,0,0,1,1,3,14,1
FBgn0267113,4,1,0,0,0,0,0,1,1,24,33,1
FBgn0267115,1,0,0,0,0,0,0,1,1,23,8,1
FBgn0267116,3,0,0,0,0,0,0,1,1,2,19,1
FBgn0267118,3,0,0,0,0,0,0,1,1,5,5,1
FBgn0267119,12,1,1,0,0,0,0,1,1,325,305,1
FBgn0267121,3,0,0,0,0,0,0,1,1,2,1,0
FBgn0267122,1,0,0,0,0,0,0,1,1,3,1,0
FBgn0267123,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0267124,1,0,0,0,0,0,0,1,1,10,9,1
FBgn0267126,213,7,5,0,0,2,0,1,1,1874,1397,1
FBgn0267127,3,0,0,0,0,0,0,1,1,6,9,1
